"","km","km.se","vmax","vmax.se","temperature","km.p","vmax.p","rsq"
"1",138.427206711903,89.1022746745633,11.2317946255519,3.88235020571857,"4",0.144284242375209,0.0125747795236267,0.789858046826943
"2",163.930926473184,91.1137689689488,23.6949138291308,7.18319311291539,"10",0.0935737269614794,0.00527633165164712,0.847464686630766
"3",103.173196627194,64.0567138267264,14.5899549394383,4.18241249570721,"12",0.12956414660429,0.00361761066393516,0.751343883291206
"4",162.62375275515,121.890450189712,24.4576194386643,9.97052574032398,"16",0.203442003783187,0.02788284497001,0.770308394467523
"5",438.832825526289,510.760330193131,56.3105722874736,48.0958377920528,"20",0.404715239245531,0.261222788425688,0.811717564294878
"6",137.761555530595,101.976841858533,34.242486259566,12.996006742412,"21",0.19815464198878,0.0196002841007863,0.750749709379136
