"","date","time","stream","m","temp","time2"
"6844",2021-02-23,"6:45","c55","21",8.941,"06:45"
"6845",2021-02-23,"7:00","c55","21",8.941,"07:00"
"6846",2021-02-23,"7:15","c55","21",8.916,"07:15"
"6847",2021-02-23,"7:30","c55","21",8.916,"07:30"
"6848",2021-02-23,"7:45","c55","21",8.916,"07:45"
"6849",2021-02-23,"8:00","c55","21",8.916,"08:00"
"6850",2021-02-23,"8:15","c55","21",8.916,"08:15"
"6851",2021-02-23,"8:30","c55","21",8.916,"08:30"
"6852",2021-02-23,"8:45","c55","21",8.916,"08:45"
"6853",2021-02-23,"9:00","c55","21",8.916,"09:00"
"6854",2021-02-23,"9:15","c55","21",8.941,"09:15"
"6855",2021-02-23,"9:30","c55","21",8.965,"09:30"
"6856",2021-02-23,"9:45","c55","21",9.015,"09:45"
"6857",2021-02-23,"10:00","c55","21",9.04,"10:00"
"6858",2021-02-23,"10:15","c55","21",9.089,"10:15"
"6859",2021-02-23,"10:30","c55","21",9.139,"10:30"
"6860",2021-02-23,"10:45","c55","21",9.188,"10:45"
"6861",2021-02-23,"11:00","c55","21",9.238,"11:00"
"6862",2021-02-23,"11:15","c55","21",9.312,"11:15"
"6863",2021-02-23,"11:30","c55","21",9.386,"11:30"
"6864",2021-02-23,"11:45","c55","21",9.46,"11:45"
"6865",2021-02-23,"12:00","c55","21",9.534,"12:00"
"6866",2021-02-23,"12:15","c55","21",9.632,"12:15"
"6867",2021-02-23,"12:30","c55","21",9.756,"12:30"
"6868",2021-02-23,"12:45","c55","21",9.829,"12:45"
"6869",2021-02-23,"13:00","c55","21",9.928,"13:00"
"6870",2021-02-23,"13:15","c55","21",10.001,"13:15"
"6871",2021-02-23,"13:30","c55","21",10.1,"13:30"
"6872",2021-02-23,"13:45","c55","21",10.198,"13:45"
"6873",2021-02-23,"14:00","c55","21",10.271,"14:00"
"6874",2021-02-23,"14:15","c55","21",10.296,"14:15"
"6875",2021-02-23,"14:30","c55","21",10.32,"14:30"
"6876",2021-02-23,"14:45","c55","21",10.32,"14:45"
"6877",2021-02-23,"15:00","c55","21",10.32,"15:00"
"6878",2021-02-23,"15:15","c55","21",10.345,"15:15"
"6879",2021-02-23,"15:30","c55","21",10.345,"15:30"
"6880",2021-02-23,"15:45","c55","21",10.369,"15:45"
"6881",2021-02-23,"16:00","c55","21",10.345,"16:00"
"6882",2021-02-23,"16:15","c55","21",10.369,"16:15"
"6883",2021-02-23,"16:30","c55","21",10.345,"16:30"
"6884",2021-02-23,"16:45","c55","21",10.345,"16:45"
"6885",2021-02-23,"17:00","c55","21",10.345,"17:00"
"6886",2021-02-23,"17:15","c55","21",10.32,"17:15"
"6887",2021-02-23,"17:30","c55","21",10.32,"17:30"
"6888",2021-02-23,"17:45","c55","21",10.296,"17:45"
"6889",2021-02-23,"18:00","c55","21",10.296,"18:00"
"6890",2021-02-23,"18:15","c55","21",10.296,"18:15"
"6891",2021-02-23,"18:30","c55","21",10.271,"18:30"
"6892",2021-02-23,"18:45","c55","21",10.247,"18:45"
"6893",2021-02-23,"19:00","c55","21",10.222,"19:00"
"6894",2021-02-23,"19:15","c55","21",10.198,"19:15"
"6895",2021-02-23,"19:30","c55","21",10.173,"19:30"
"6896",2021-02-23,"19:45","c55","21",10.124,"19:45"
"6897",2021-02-23,"20:00","c55","21",10.1,"20:00"
"6898",2021-02-23,"20:15","c55","21",10.075,"20:15"
"6899",2021-02-23,"20:30","c55","21",10.051,"20:30"
"6900",2021-02-23,"20:45","c55","21",10.026,"20:45"
"6901",2021-02-23,"21:00","c55","21",10.001,"21:00"
"6902",2021-02-23,"21:15","c55","21",9.977,"21:15"
"6903",2021-02-23,"21:30","c55","21",9.977,"21:30"
"6904",2021-02-23,"21:45","c55","21",9.952,"21:45"
"6905",2021-02-23,"22:00","c55","21",9.928,"22:00"
"6906",2021-02-23,"22:15","c55","21",9.928,"22:15"
"6907",2021-02-23,"22:30","c55","21",9.903,"22:30"
"6908",2021-02-23,"22:45","c55","21",9.903,"22:45"
"6909",2021-02-23,"23:00","c55","21",9.879,"23:00"
"6910",2021-02-23,"23:15","c55","21",9.879,"23:15"
"6911",2021-02-23,"23:30","c55","21",9.854,"23:30"
"6912",2021-02-23,"23:45","c55","21",9.854,"23:45"
"6913",2021-02-24,"0:00","c55","21",9.829,"00:00"
"6914",2021-02-24,"0:15","c55","21",9.829,"00:15"
"6915",2021-02-24,"0:30","c55","21",9.805,"00:30"
"6916",2021-02-24,"0:45","c55","21",9.805,"00:45"
"6917",2021-02-24,"1:00","c55","21",9.78,"01:00"
"6918",2021-02-24,"1:15","c55","21",9.78,"01:15"
"6919",2021-02-24,"1:30","c55","21",9.756,"01:30"
"6920",2021-02-24,"1:45","c55","21",9.756,"01:45"
"6921",2021-02-24,"2:00","c55","21",9.731,"02:00"
"6922",2021-02-24,"2:15","c55","21",9.706,"02:15"
"6923",2021-02-24,"2:30","c55","21",9.706,"02:30"
"6924",2021-02-24,"2:45","c55","21",9.682,"02:45"
"6925",2021-02-24,"3:00","c55","21",9.657,"03:00"
"6926",2021-02-24,"3:15","c55","21",9.657,"03:15"
"6927",2021-02-24,"3:30","c55","21",9.657,"03:30"
"6928",2021-02-24,"3:45","c55","21",9.632,"03:45"
"6929",2021-02-24,"4:00","c55","21",9.608,"04:00"
"6930",2021-02-24,"4:15","c55","21",9.608,"04:15"
"6931",2021-02-24,"4:30","c55","21",9.608,"04:30"
"6932",2021-02-24,"4:45","c55","21",9.583,"04:45"
"6933",2021-02-24,"5:00","c55","21",9.583,"05:00"
"6934",2021-02-24,"5:15","c55","21",9.558,"05:15"
"6935",2021-02-24,"5:30","c55","21",9.558,"05:30"
"6936",2021-02-24,"5:45","c55","21",9.534,"05:45"
"6937",2021-02-24,"6:00","c55","21",9.509,"06:00"
"6938",2021-02-24,"6:15","c55","21",9.509,"06:15"
"6939",2021-02-24,"6:30","c55","21",9.485,"06:30"
"6940",2021-02-24,"6:45","c55","21",9.46,"06:45"
"6941",2021-02-24,"7:00","c55","21",9.46,"07:00"
"6942",2021-02-24,"7:15","c55","21",9.435,"07:15"
"6943",2021-02-24,"7:30","c55","21",9.435,"07:30"
"6944",2021-02-24,"7:45","c55","21",9.41,"07:45"
"6945",2021-02-24,"8:00","c55","21",9.41,"08:00"
"6946",2021-02-24,"8:15","c55","21",9.386,"08:15"
"6947",2021-02-24,"8:30","c55","21",9.386,"08:30"
"6948",2021-02-24,"8:45","c55","21",9.386,"08:45"
"6949",2021-02-24,"9:00","c55","21",9.386,"09:00"
"6950",2021-02-24,"9:15","c55","21",9.386,"09:15"
"6951",2021-02-24,"9:30","c55","21",9.41,"09:30"
"6952",2021-02-24,"9:45","c55","21",9.41,"09:45"
"6953",2021-02-24,"10:00","c55","21",9.41,"10:00"
"6954",2021-02-24,"10:15","c55","21",9.435,"10:15"
"6955",2021-02-24,"10:30","c55","21",9.46,"10:30"
"6956",2021-02-24,"10:45","c55","21",9.509,"10:45"
"6957",2021-02-24,"11:00","c55","21",9.558,"11:00"
"6958",2021-02-24,"11:15","c55","21",9.608,"11:15"
"6959",2021-02-24,"11:30","c55","21",9.682,"11:30"
"6960",2021-02-24,"11:45","c55","21",9.756,"11:45"
"6961",2021-02-24,"12:00","c55","21",9.854,"12:00"
"6962",2021-02-24,"12:15","c55","21",9.952,"12:15"
"6963",2021-02-24,"12:30","c55","21",10.075,"12:30"
"6964",2021-02-24,"12:45","c55","21",10.173,"12:45"
"6965",2021-02-24,"13:00","c55","21",10.271,"13:00"
"6966",2021-02-24,"13:15","c55","21",10.345,"13:15"
"6967",2021-02-24,"13:30","c55","21",10.443,"13:30"
"6968",2021-02-24,"13:45","c55","21",10.541,"13:45"
"6969",2021-02-24,"14:00","c55","21",10.614,"14:00"
"6970",2021-02-24,"14:15","c55","21",10.663,"14:15"
"6971",2021-02-24,"14:30","c55","21",10.687,"14:30"
"6972",2021-02-24,"14:45","c55","21",10.687,"14:45"
"6973",2021-02-24,"15:00","c55","21",10.687,"15:00"
"6974",2021-02-24,"15:15","c55","21",10.687,"15:15"
"6975",2021-02-24,"15:30","c55","21",10.712,"15:30"
"6976",2021-02-24,"15:45","c55","21",10.736,"15:45"
"6977",2021-02-24,"16:00","c55","21",10.736,"16:00"
"6978",2021-02-24,"16:15","c55","21",10.736,"16:15"
"6979",2021-02-24,"16:30","c55","21",10.712,"16:30"
"6980",2021-02-24,"16:45","c55","21",10.712,"16:45"
"6981",2021-02-24,"17:00","c55","21",10.712,"17:00"
"6982",2021-02-24,"17:15","c55","21",10.712,"17:15"
"6983",2021-02-24,"17:30","c55","21",10.687,"17:30"
"6984",2021-02-24,"17:45","c55","21",10.687,"17:45"
"6985",2021-02-24,"18:00","c55","21",10.663,"18:00"
"6986",2021-02-24,"18:15","c55","21",10.663,"18:15"
"6987",2021-02-24,"18:30","c55","21",10.638,"18:30"
"6988",2021-02-24,"18:45","c55","21",10.614,"18:45"
"6989",2021-02-24,"19:00","c55","21",10.59,"19:00"
"6990",2021-02-24,"19:15","c55","21",10.565,"19:15"
"6991",2021-02-24,"19:30","c55","21",10.541,"19:30"
"6992",2021-02-24,"19:45","c55","21",10.516,"19:45"
"6993",2021-02-24,"20:00","c55","21",10.492,"20:00"
"6994",2021-02-24,"20:15","c55","21",10.443,"20:15"
"6995",2021-02-24,"20:30","c55","21",10.443,"20:30"
"6996",2021-02-24,"20:45","c55","21",10.394,"20:45"
"6997",2021-02-24,"21:00","c55","21",10.394,"21:00"
"6998",2021-02-24,"21:15","c55","21",10.369,"21:15"
"6999",2021-02-24,"21:30","c55","21",10.345,"21:30"
"7000",2021-02-24,"21:45","c55","21",10.32,"21:45"
"7001",2021-02-24,"22:00","c55","21",10.32,"22:00"
"7002",2021-02-24,"22:15","c55","21",10.296,"22:15"
"7003",2021-02-24,"22:30","c55","21",10.271,"22:30"
"7004",2021-02-24,"22:45","c55","21",10.271,"22:45"
"7005",2021-02-24,"23:00","c55","21",10.247,"23:00"
"7006",2021-02-24,"23:15","c55","21",10.247,"23:15"
"7007",2021-02-24,"23:30","c55","21",10.222,"23:30"
"7008",2021-02-24,"23:45","c55","21",10.198,"23:45"
"7009",2021-02-25,"0:00","c55","21",10.198,"00:00"
"7010",2021-02-25,"0:15","c55","21",10.198,"00:15"
"7011",2021-02-25,"0:30","c55","21",10.173,"00:30"
"7012",2021-02-25,"0:45","c55","21",10.173,"00:45"
"7013",2021-02-25,"1:00","c55","21",10.149,"01:00"
"7014",2021-02-25,"1:15","c55","21",10.149,"01:15"
"7015",2021-02-25,"1:30","c55","21",10.149,"01:30"
"7016",2021-02-25,"1:45","c55","21",10.124,"01:45"
"7017",2021-02-25,"2:00","c55","21",10.124,"02:00"
"7018",2021-02-25,"2:15","c55","21",10.124,"02:15"
"7019",2021-02-25,"2:30","c55","21",10.124,"02:30"
"7020",2021-02-25,"2:45","c55","21",10.1,"02:45"
"7021",2021-02-25,"3:00","c55","21",10.1,"03:00"
"7022",2021-02-25,"3:15","c55","21",10.1,"03:15"
"7023",2021-02-25,"3:30","c55","21",10.1,"03:30"
"7024",2021-02-25,"3:45","c55","21",10.075,"03:45"
"7025",2021-02-25,"4:00","c55","21",10.075,"04:00"
"7026",2021-02-25,"4:15","c55","21",10.075,"04:15"
"7027",2021-02-25,"4:30","c55","21",10.051,"04:30"
"7028",2021-02-25,"4:45","c55","21",10.051,"04:45"
"7029",2021-02-25,"5:00","c55","21",10.026,"05:00"
"7030",2021-02-25,"5:15","c55","21",10.026,"05:15"
"7031",2021-02-25,"5:30","c55","21",10.026,"05:30"
"7032",2021-02-25,"5:45","c55","21",10.001,"05:45"
"7033",2021-02-25,"6:00","c55","21",10.001,"06:00"
"7034",2021-02-25,"6:15","c55","21",10.001,"06:15"
"7035",2021-02-25,"6:30","c55","21",10.001,"06:30"
"7036",2021-02-25,"6:45","c55","21",10.001,"06:45"
"7037",2021-02-25,"7:00","c55","21",10.001,"07:00"
"7038",2021-02-25,"7:15","c55","21",10.001,"07:15"
"7039",2021-02-25,"7:30","c55","21",10.026,"07:30"
"7040",2021-02-25,"7:45","c55","21",10.051,"07:45"
"7041",2021-02-25,"8:00","c55","21",10.051,"08:00"
"7042",2021-02-25,"8:15","c55","21",10.051,"08:15"
"7043",2021-02-25,"8:30","c55","21",10.051,"08:30"
"7044",2021-02-25,"8:45","c55","21",10.051,"08:45"
"7045",2021-02-25,"9:00","c55","21",10.051,"09:00"
"7046",2021-02-25,"9:15","c55","21",10.051,"09:15"
"7047",2021-02-25,"9:30","c55","21",10.051,"09:30"
"7048",2021-02-25,"9:45","c55","21",10.051,"09:45"
"7049",2021-02-25,"10:00","c55","21",10.075,"10:00"
"7050",2021-02-25,"10:15","c55","21",10.1,"10:15"
"7051",2021-02-25,"10:30","c55","21",10.124,"10:30"
"7052",2021-02-25,"10:45","c55","21",10.149,"10:45"
"7053",2021-02-25,"11:00","c55","21",10.173,"11:00"
"7054",2021-02-25,"11:15","c55","21",10.222,"11:15"
"7055",2021-02-25,"11:30","c55","21",10.271,"11:30"
"7056",2021-02-25,"11:45","c55","21",10.345,"11:45"
"7057",2021-02-25,"12:00","c55","21",10.418,"12:00"
"7058",2021-02-25,"12:15","c55","21",10.492,"12:15"
"7059",2021-02-25,"12:30","c55","21",10.614,"12:30"
"7060",2021-02-25,"12:45","c55","21",10.687,"12:45"
"7061",2021-02-25,"13:00","c55","21",10.761,"13:00"
"7062",2021-02-25,"13:15","c55","21",10.834,"13:15"
"7063",2021-02-25,"13:30","c55","21",10.907,"13:30"
"7064",2021-02-25,"13:45","c55","21",11.029,"13:45"
"7065",2021-02-25,"14:00","c55","21",11.078,"14:00"
"7066",2021-02-25,"14:15","c55","21",11.127,"14:15"
"7067",2021-02-25,"14:30","c55","21",11.151,"14:30"
"7068",2021-02-25,"14:45","c55","21",11.151,"14:45"
"7069",2021-02-25,"15:00","c55","21",11.151,"15:00"
"7070",2021-02-25,"15:15","c55","21",11.127,"15:15"
"7071",2021-02-25,"15:30","c55","21",11.151,"15:30"
"7072",2021-02-25,"15:45","c55","21",11.151,"15:45"
"7073",2021-02-25,"16:00","c55","21",11.151,"16:00"
"7074",2021-02-25,"16:15","c55","21",11.127,"16:15"
"7075",2021-02-25,"16:30","c55","21",11.127,"16:30"
"7076",2021-02-25,"16:45","c55","21",11.102,"16:45"
"7077",2021-02-25,"17:00","c55","21",11.102,"17:00"
"7078",2021-02-25,"17:15","c55","21",11.078,"17:15"
"7079",2021-02-25,"17:30","c55","21",11.053,"17:30"
"7080",2021-02-25,"17:45","c55","21",11.029,"17:45"
"7081",2021-02-25,"18:00","c55","21",11.029,"18:00"
"7082",2021-02-25,"18:15","c55","21",11.005,"18:15"
"7083",2021-02-25,"18:30","c55","21",10.98,"18:30"
"7084",2021-02-25,"18:45","c55","21",10.956,"18:45"
"7085",2021-02-25,"19:00","c55","21",10.932,"19:00"
"7086",2021-02-25,"19:15","c55","21",10.907,"19:15"
"7087",2021-02-25,"19:30","c55","21",10.858,"19:30"
"7088",2021-02-25,"19:45","c55","21",10.834,"19:45"
"7089",2021-02-25,"20:00","c55","21",10.81,"20:00"
"7090",2021-02-25,"20:15","c55","21",10.785,"20:15"
"7091",2021-02-25,"20:30","c55","21",10.785,"20:30"
"7092",2021-02-25,"20:45","c55","21",10.785,"20:45"
"7093",2021-02-25,"21:00","c55","21",10.761,"21:00"
"7094",2021-02-25,"21:15","c55","21",10.736,"21:15"
"7095",2021-02-25,"21:30","c55","21",10.712,"21:30"
"7096",2021-02-25,"21:45","c55","21",10.712,"21:45"
"7097",2021-02-25,"22:00","c55","21",10.663,"22:00"
"7098",2021-02-25,"22:15","c55","21",10.638,"22:15"
"7099",2021-02-25,"22:30","c55","21",10.614,"22:30"
"7100",2021-02-25,"22:45","c55","21",10.59,"22:45"
"7101",2021-02-25,"23:00","c55","21",10.565,"23:00"
"7102",2021-02-25,"23:15","c55","21",10.541,"23:15"
"7103",2021-02-25,"23:30","c55","21",10.541,"23:30"
"7104",2021-02-25,"23:45","c55","21",10.516,"23:45"
"7105",2021-02-26,"0:00","c55","21",10.516,"00:00"
"7106",2021-02-26,"0:15","c55","21",10.516,"00:15"
"7107",2021-02-26,"0:30","c55","21",10.516,"00:30"
"7108",2021-02-26,"0:45","c55","21",10.516,"00:45"
"7109",2021-02-26,"1:00","c55","21",10.516,"01:00"
"7110",2021-02-26,"1:15","c55","21",10.492,"01:15"
"7111",2021-02-26,"1:30","c55","21",10.492,"01:30"
"7112",2021-02-26,"1:45","c55","21",10.492,"01:45"
"7113",2021-02-26,"2:00","c55","21",10.492,"02:00"
"7114",2021-02-26,"2:15","c55","21",10.492,"02:15"
"7115",2021-02-26,"2:30","c55","21",10.492,"02:30"
"7116",2021-02-26,"2:45","c55","21",10.492,"02:45"
"7117",2021-02-26,"3:00","c55","21",10.492,"03:00"
"7118",2021-02-26,"3:15","c55","21",10.467,"03:15"
"7119",2021-02-26,"3:30","c55","21",10.467,"03:30"
"7120",2021-02-26,"3:45","c55","21",10.467,"03:45"
"7121",2021-02-26,"4:00","c55","21",10.467,"04:00"
"7122",2021-02-26,"4:15","c55","21",10.467,"04:15"
"7123",2021-02-26,"4:30","c55","21",10.443,"04:30"
"7124",2021-02-26,"4:45","c55","21",10.443,"04:45"
"7125",2021-02-26,"5:00","c55","21",10.443,"05:00"
"7126",2021-02-26,"5:15","c55","21",10.443,"05:15"
"7127",2021-02-26,"5:30","c55","21",10.443,"05:30"
"7128",2021-02-26,"5:45","c55","21",10.443,"05:45"
"7129",2021-02-26,"6:00","c55","21",10.443,"06:00"
"7130",2021-02-26,"6:15","c55","21",10.418,"06:15"
"7131",2021-02-26,"6:30","c55","21",10.418,"06:30"
"7132",2021-02-26,"6:45","c55","21",10.418,"06:45"
"7133",2021-02-26,"7:00","c55","21",10.418,"07:00"
"7134",2021-02-26,"7:15","c55","21",10.418,"07:15"
"7135",2021-02-26,"7:30","c55","21",10.418,"07:30"
"7136",2021-02-26,"7:45","c55","21",10.418,"07:45"
"7137",2021-02-26,"8:00","c55","21",10.394,"08:00"
"7138",2021-02-26,"8:15","c55","21",10.394,"08:15"
"7139",2021-02-26,"8:30","c55","21",10.394,"08:30"
"7140",2021-02-26,"8:45","c55","21",10.394,"08:45"
"7141",2021-02-26,"9:00","c55","21",10.394,"09:00"
"7142",2021-02-26,"9:15","c55","21",10.394,"09:15"
"7143",2021-02-26,"9:30","c55","21",10.394,"09:30"
"7144",2021-02-26,"9:45","c55","21",10.394,"09:45"
"7145",2021-02-26,"10:00","c55","21",10.394,"10:00"
"7146",2021-02-26,"10:15","c55","21",10.394,"10:15"
"7147",2021-02-26,"10:30","c55","21",10.369,"10:30"
"7148",2021-02-26,"10:45","c55","21",10.369,"10:45"
"7149",2021-02-26,"11:00","c55","21",10.369,"11:00"
"7150",2021-02-26,"11:15","c55","21",10.369,"11:15"
"7151",2021-02-26,"11:30","c55","21",10.369,"11:30"
"7152",2021-02-26,"11:45","c55","21",10.369,"11:45"
"7153",2021-02-26,"12:00","c55","21",10.345,"12:00"
"7154",2021-02-26,"12:15","c55","21",10.345,"12:15"
"7155",2021-02-26,"12:30","c55","21",10.345,"12:30"
"7156",2021-02-26,"12:45","c55","21",10.369,"12:45"
"7157",2021-02-26,"13:00","c55","21",10.369,"13:00"
"7158",2021-02-26,"13:15","c55","21",10.369,"13:15"
"7159",2021-02-26,"13:30","c55","21",10.369,"13:30"
"7160",2021-02-26,"13:45","c55","21",10.369,"13:45"
"7161",2021-02-26,"14:00","c55","21",10.369,"14:00"
"7162",2021-02-26,"14:15","c55","21",10.369,"14:15"
"7163",2021-02-26,"14:30","c55","21",10.369,"14:30"
"7164",2021-02-26,"14:45","c55","21",10.369,"14:45"
"7165",2021-02-26,"15:00","c55","21",10.394,"15:00"
"7166",2021-02-26,"15:15","c55","21",10.418,"15:15"
"7167",2021-02-26,"15:30","c55","21",10.443,"15:30"
"7168",2021-02-26,"15:45","c55","21",10.467,"15:45"
"7169",2021-02-26,"16:00","c55","21",10.467,"16:00"
"7170",2021-02-26,"16:15","c55","21",10.467,"16:15"
"7171",2021-02-26,"16:30","c55","21",10.467,"16:30"
"7172",2021-02-26,"16:45","c55","21",10.443,"16:45"
"7173",2021-02-26,"17:00","c55","21",10.443,"17:00"
"7174",2021-02-26,"17:15","c55","21",10.443,"17:15"
"7175",2021-02-26,"17:30","c55","21",10.443,"17:30"
"7176",2021-02-26,"17:45","c55","21",10.443,"17:45"
"7177",2021-02-26,"18:00","c55","21",10.443,"18:00"
"7178",2021-02-26,"18:15","c55","21",10.443,"18:15"
"7179",2021-02-26,"18:30","c55","21",10.443,"18:30"
"7180",2021-02-26,"18:45","c55","21",10.443,"18:45"
"7181",2021-02-26,"19:00","c55","21",10.443,"19:00"
"7182",2021-02-26,"19:15","c55","21",10.443,"19:15"
"7183",2021-02-26,"19:30","c55","21",10.418,"19:30"
"7184",2021-02-26,"19:45","c55","21",10.418,"19:45"
"7185",2021-02-26,"20:00","c55","21",10.418,"20:00"
"7186",2021-02-26,"20:15","c55","21",10.418,"20:15"
"7187",2021-02-26,"20:30","c55","21",10.394,"20:30"
"7188",2021-02-26,"20:45","c55","21",10.394,"20:45"
"7189",2021-02-26,"21:00","c55","21",10.394,"21:00"
"7190",2021-02-26,"21:15","c55","21",10.394,"21:15"
"7191",2021-02-26,"21:30","c55","21",10.394,"21:30"
"7192",2021-02-26,"21:45","c55","21",10.394,"21:45"
"7193",2021-02-26,"22:00","c55","21",10.394,"22:00"
"7194",2021-02-26,"22:15","c55","21",10.394,"22:15"
"7195",2021-02-26,"22:30","c55","21",10.394,"22:30"
"7196",2021-02-26,"22:45","c55","21",10.394,"22:45"
"7197",2021-02-26,"23:00","c55","21",10.394,"23:00"
"7198",2021-02-26,"23:15","c55","21",10.418,"23:15"
"7199",2021-02-26,"23:30","c55","21",10.418,"23:30"
"7200",2021-02-26,"23:45","c55","21",10.418,"23:45"
"7201",2021-02-27,"0:00","c55","21",10.418,"00:00"
"7202",2021-02-27,"0:15","c55","21",10.418,"00:15"
"7203",2021-02-27,"0:30","c55","21",10.418,"00:30"
"7204",2021-02-27,"0:45","c55","21",10.418,"00:45"
"7205",2021-02-27,"1:00","c55","21",10.418,"01:00"
"7206",2021-02-27,"1:15","c55","21",10.418,"01:15"
"7207",2021-02-27,"1:30","c55","21",10.418,"01:30"
"7208",2021-02-27,"1:45","c55","21",10.418,"01:45"
"7209",2021-02-27,"2:00","c55","21",10.418,"02:00"
"7210",2021-02-27,"2:15","c55","21",10.418,"02:15"
"7211",2021-02-27,"2:30","c55","21",10.418,"02:30"
"7212",2021-02-27,"2:45","c55","21",10.418,"02:45"
"7213",2021-02-27,"3:00","c55","21",10.418,"03:00"
"7214",2021-02-27,"3:15","c55","21",10.418,"03:15"
"7215",2021-02-27,"3:30","c55","21",10.418,"03:30"
"7216",2021-02-27,"3:45","c55","21",10.418,"03:45"
"7217",2021-02-27,"4:00","c55","21",10.418,"04:00"
"7218",2021-02-27,"4:15","c55","21",10.418,"04:15"
"7219",2021-02-27,"4:30","c55","21",10.418,"04:30"
"7220",2021-02-27,"4:45","c55","21",10.394,"04:45"
"7221",2021-02-27,"5:00","c55","21",10.394,"05:00"
"7222",2021-02-27,"5:15","c55","21",10.394,"05:15"
"7223",2021-02-27,"5:30","c55","21",10.394,"05:30"
"7224",2021-02-27,"5:45","c55","21",10.394,"05:45"
"7225",2021-02-27,"6:00","c55","21",10.394,"06:00"
"7226",2021-02-27,"6:15","c55","21",10.394,"06:15"
"7227",2021-02-27,"6:30","c55","21",10.394,"06:30"
"7228",2021-02-27,"6:45","c55","21",10.394,"06:45"
"7229",2021-02-27,"7:00","c55","21",10.394,"07:00"
"7230",2021-02-27,"7:15","c55","21",10.418,"07:15"
"7231",2021-02-27,"7:30","c55","21",10.418,"07:30"
"7232",2021-02-27,"7:45","c55","21",10.443,"07:45"
"7233",2021-02-27,"8:00","c55","21",10.443,"08:00"
"7234",2021-02-27,"8:15","c55","21",10.443,"08:15"
"7235",2021-02-27,"8:30","c55","21",10.467,"08:30"
"7236",2021-02-27,"8:45","c55","21",10.492,"08:45"
"7237",2021-02-27,"9:00","c55","21",10.492,"09:00"
"7238",2021-02-27,"9:15","c55","21",10.541,"09:15"
"7239",2021-02-27,"9:30","c55","21",10.565,"09:30"
"7240",2021-02-27,"9:45","c55","21",10.59,"09:45"
"7241",2021-02-27,"10:00","c55","21",10.638,"10:00"
"7242",2021-02-27,"10:15","c55","21",10.663,"10:15"
"7243",2021-02-27,"10:30","c55","21",10.687,"10:30"
"7244",2021-02-27,"10:45","c55","21",10.736,"10:45"
"7245",2021-02-27,"11:00","c55","21",10.785,"11:00"
"7246",2021-02-27,"11:15","c55","21",10.834,"11:15"
"7247",2021-02-27,"11:30","c55","21",10.883,"11:30"
"7248",2021-02-27,"11:45","c55","21",10.932,"11:45"
"7249",2021-02-27,"12:00","c55","21",10.98,"12:00"
"7250",2021-02-27,"12:15","c55","21",11.029,"12:15"
"7251",2021-02-27,"12:30","c55","21",11.078,"12:30"
"7252",2021-02-27,"12:45","c55","21",11.175,"12:45"
"7253",2021-02-27,"13:00","c55","21",11.2,"13:00"
"7254",2021-02-27,"13:15","c55","21",11.248,"13:15"
"7255",2021-02-27,"13:30","c55","21",11.297,"13:30"
"7256",2021-02-27,"13:45","c55","21",11.321,"13:45"
"7257",2021-02-27,"14:00","c55","21",11.321,"14:00"
"7258",2021-02-27,"14:15","c55","21",11.346,"14:15"
"7259",2021-02-27,"14:30","c55","21",11.346,"14:30"
"7260",2021-02-27,"14:45","c55","21",11.37,"14:45"
"7261",2021-02-27,"15:00","c55","21",11.443,"15:00"
"7262",2021-02-27,"15:15","c55","21",11.467,"15:15"
"7263",2021-02-27,"15:30","c55","21",11.492,"15:30"
"7264",2021-02-27,"15:45","c55","21",11.492,"15:45"
"7265",2021-02-27,"16:00","c55","21",11.516,"16:00"
"7266",2021-02-27,"16:15","c55","21",11.516,"16:15"
"7267",2021-02-27,"16:30","c55","21",11.54,"16:30"
"7268",2021-02-27,"16:45","c55","21",11.565,"16:45"
"7269",2021-02-27,"17:00","c55","21",11.565,"17:00"
"7270",2021-02-27,"17:15","c55","21",11.565,"17:15"
"7271",2021-02-27,"17:30","c55","21",11.565,"17:30"
"7272",2021-02-27,"17:45","c55","21",11.565,"17:45"
"7273",2021-02-27,"18:00","c55","21",11.54,"18:00"
"7274",2021-02-27,"18:15","c55","21",11.54,"18:15"
"7275",2021-02-27,"18:30","c55","21",11.516,"18:30"
"7276",2021-02-27,"18:45","c55","21",11.516,"18:45"
"7277",2021-02-27,"19:00","c55","21",11.492,"19:00"
"7278",2021-02-27,"19:15","c55","21",11.492,"19:15"
"7279",2021-02-27,"19:30","c55","21",11.467,"19:30"
"7280",2021-02-27,"19:45","c55","21",11.467,"19:45"
"7281",2021-02-27,"20:00","c55","21",11.443,"20:00"
"7282",2021-02-27,"20:15","c55","21",11.443,"20:15"
"7283",2021-02-27,"20:30","c55","21",11.419,"20:30"
"7284",2021-02-27,"20:45","c55","21",11.394,"20:45"
"7285",2021-02-27,"21:00","c55","21",11.394,"21:00"
"7286",2021-02-27,"21:15","c55","21",11.37,"21:15"
"7287",2021-02-27,"21:30","c55","21",11.346,"21:30"
"7288",2021-02-27,"21:45","c55","21",11.346,"21:45"
"7289",2021-02-27,"22:00","c55","21",11.321,"22:00"
"7290",2021-02-27,"22:15","c55","21",11.321,"22:15"
"7291",2021-02-27,"22:30","c55","21",11.297,"22:30"
"7292",2021-02-27,"22:45","c55","21",11.297,"22:45"
"7293",2021-02-27,"23:00","c55","21",11.297,"23:00"
"7294",2021-02-27,"23:15","c55","21",11.297,"23:15"
