"","date","time","stream","m","temp","time2"
"107",2021-01-27,"2:30","c55","0",10.687,"02:30"
"108",2021-01-27,"2:45","c55","0",10.687,"02:45"
"109",2021-01-27,"3:00","c55","0",10.687,"03:00"
"110",2021-01-27,"3:15","c55","0",10.687,"03:15"
"111",2021-01-27,"3:30","c55","0",10.712,"03:30"
"112",2021-01-27,"3:45","c55","0",10.712,"03:45"
"113",2021-01-27,"4:00","c55","0",10.712,"04:00"
"114",2021-01-27,"4:15","c55","0",10.712,"04:15"
"115",2021-01-27,"4:30","c55","0",10.712,"04:30"
"116",2021-01-27,"4:45","c55","0",10.712,"04:45"
"117",2021-01-27,"5:00","c55","0",10.712,"05:00"
"118",2021-01-27,"5:15","c55","0",10.687,"05:15"
"119",2021-01-27,"5:30","c55","0",10.687,"05:30"
"120",2021-01-27,"5:45","c55","0",10.687,"05:45"
"121",2021-01-27,"6:00","c55","0",10.687,"06:00"
"122",2021-01-27,"6:15","c55","0",10.687,"06:15"
"123",2021-01-27,"6:30","c55","0",10.687,"06:30"
"124",2021-01-27,"6:45","c55","0",10.687,"06:45"
"125",2021-01-27,"7:00","c55","0",10.687,"07:00"
"126",2021-01-27,"7:15","c55","0",10.687,"07:15"
"127",2021-01-27,"7:30","c55","0",10.687,"07:30"
"128",2021-01-27,"7:45","c55","0",10.687,"07:45"
"129",2021-01-27,"8:00","c55","0",10.663,"08:00"
"130",2021-01-27,"8:15","c55","0",10.663,"08:15"
"131",2021-01-27,"8:30","c55","0",10.663,"08:30"
"132",2021-01-27,"8:45","c55","0",10.638,"08:45"
"133",2021-01-27,"9:00","c55","0",10.638,"09:00"
"134",2021-01-27,"9:15","c55","0",10.638,"09:15"
"135",2021-01-27,"9:30","c55","0",10.638,"09:30"
"136",2021-01-27,"9:45","c55","0",10.663,"09:45"
"137",2021-01-27,"10:00","c55","0",10.663,"10:00"
"138",2021-01-27,"10:15","c55","0",10.663,"10:15"
"139",2021-01-27,"10:30","c55","0",10.687,"10:30"
"140",2021-01-27,"10:45","c55","0",10.712,"10:45"
"141",2021-01-27,"11:00","c55","0",10.736,"11:00"
"142",2021-01-27,"11:15","c55","0",10.785,"11:15"
"143",2021-01-27,"11:30","c55","0",10.785,"11:30"
"144",2021-01-27,"11:45","c55","0",10.81,"11:45"
"145",2021-01-27,"12:00","c55","0",10.834,"12:00"
"146",2021-01-27,"12:15","c55","0",10.858,"12:15"
"147",2021-01-27,"12:30","c55","0",10.907,"12:30"
"148",2021-01-27,"12:45","c55","0",10.956,"12:45"
"149",2021-01-27,"13:00","c55","0",11.029,"13:00"
"150",2021-01-27,"13:15","c55","0",11.078,"13:15"
"151",2021-01-27,"13:30","c55","0",11.102,"13:30"
"152",2021-01-27,"13:45","c55","0",11.151,"13:45"
"153",2021-01-27,"14:00","c55","0",11.2,"14:00"
"154",2021-01-27,"14:15","c55","0",11.224,"14:15"
"155",2021-01-27,"14:30","c55","0",11.224,"14:30"
"156",2021-01-27,"14:45","c55","0",11.224,"14:45"
"157",2021-01-27,"15:00","c55","0",11.248,"15:00"
"158",2021-01-27,"15:15","c55","0",11.248,"15:15"
"159",2021-01-27,"15:30","c55","0",11.297,"15:30"
"160",2021-01-27,"15:45","c55","0",11.321,"15:45"
"161",2021-01-27,"16:00","c55","0",11.346,"16:00"
"162",2021-01-27,"16:15","c55","0",11.321,"16:15"
"163",2021-01-27,"16:30","c55","0",11.321,"16:30"
"164",2021-01-27,"16:45","c55","0",11.321,"16:45"
"165",2021-01-27,"17:00","c55","0",11.297,"17:00"
"166",2021-01-27,"17:15","c55","0",11.297,"17:15"
"167",2021-01-27,"17:30","c55","0",11.297,"17:30"
"168",2021-01-27,"17:45","c55","0",11.297,"17:45"
"169",2021-01-27,"18:00","c55","0",11.273,"18:00"
"170",2021-01-27,"18:15","c55","0",11.273,"18:15"
"171",2021-01-27,"18:30","c55","0",11.248,"18:30"
"172",2021-01-27,"18:45","c55","0",11.248,"18:45"
"173",2021-01-27,"19:00","c55","0",11.224,"19:00"
"174",2021-01-27,"19:15","c55","0",11.2,"19:15"
"175",2021-01-27,"19:30","c55","0",11.2,"19:30"
"176",2021-01-27,"19:45","c55","0",11.175,"19:45"
"177",2021-01-27,"20:00","c55","0",11.175,"20:00"
"178",2021-01-27,"20:15","c55","0",11.151,"20:15"
"179",2021-01-27,"20:30","c55","0",11.127,"20:30"
"180",2021-01-27,"20:45","c55","0",11.078,"20:45"
"181",2021-01-27,"21:00","c55","0",11.029,"21:00"
"182",2021-01-27,"21:15","c55","0",10.98,"21:15"
"183",2021-01-27,"21:30","c55","0",10.932,"21:30"
"184",2021-01-27,"21:45","c55","0",10.907,"21:45"
"185",2021-01-27,"22:00","c55","0",10.858,"22:00"
"186",2021-01-27,"22:15","c55","0",10.81,"22:15"
"187",2021-01-27,"22:30","c55","0",10.785,"22:30"
"188",2021-01-27,"22:45","c55","0",10.761,"22:45"
"189",2021-01-27,"23:00","c55","0",10.712,"23:00"
"190",2021-01-27,"23:15","c55","0",10.638,"23:15"
"191",2021-01-27,"23:30","c55","0",10.565,"23:30"
"192",2021-01-27,"23:45","c55","0",10.516,"23:45"
"193",2021-01-28,"0:00","c55","0",10.467,"00:00"
"194",2021-01-28,"0:15","c55","0",10.394,"00:15"
"195",2021-01-28,"0:30","c55","0",10.32,"00:30"
"196",2021-01-28,"0:45","c55","0",10.271,"00:45"
"197",2021-01-28,"1:00","c55","0",10.222,"01:00"
"198",2021-01-28,"1:15","c55","0",10.173,"01:15"
"199",2021-01-28,"1:30","c55","0",10.149,"01:30"
"200",2021-01-28,"1:45","c55","0",10.1,"01:45"
"201",2021-01-28,"2:00","c55","0",10.075,"02:00"
"202",2021-01-28,"2:15","c55","0",10.051,"02:15"
"203",2021-01-28,"2:30","c55","0",10.001,"02:30"
"204",2021-01-28,"2:45","c55","0",9.928,"02:45"
"205",2021-01-28,"3:00","c55","0",9.854,"03:00"
"206",2021-01-28,"3:15","c55","0",9.78,"03:15"
"207",2021-01-28,"3:30","c55","0",9.756,"03:30"
"208",2021-01-28,"3:45","c55","0",9.731,"03:45"
"209",2021-01-28,"4:00","c55","0",9.682,"04:00"
"210",2021-01-28,"4:15","c55","0",9.657,"04:15"
"211",2021-01-28,"4:30","c55","0",9.608,"04:30"
"212",2021-01-28,"4:45","c55","0",9.558,"04:45"
"213",2021-01-28,"5:00","c55","0",9.534,"05:00"
"214",2021-01-28,"5:15","c55","0",9.485,"05:15"
"215",2021-01-28,"5:30","c55","0",9.46,"05:30"
"216",2021-01-28,"5:45","c55","0",9.435,"05:45"
"217",2021-01-28,"6:00","c55","0",9.41,"06:00"
"218",2021-01-28,"6:15","c55","0",9.361,"06:15"
"219",2021-01-28,"6:30","c55","0",9.312,"06:30"
"220",2021-01-28,"6:45","c55","0",9.287,"06:45"
"221",2021-01-28,"7:00","c55","0",9.262,"07:00"
"222",2021-01-28,"7:15","c55","0",9.238,"07:15"
"223",2021-01-28,"7:30","c55","0",9.213,"07:30"
"224",2021-01-28,"7:45","c55","0",9.188,"07:45"
"225",2021-01-28,"8:00","c55","0",9.163,"08:00"
"226",2021-01-28,"8:15","c55","0",9.114,"08:15"
"227",2021-01-28,"8:30","c55","0",9.089,"08:30"
"228",2021-01-28,"8:45","c55","0",9.064,"08:45"
"229",2021-01-28,"9:00","c55","0",9.04,"09:00"
"230",2021-01-28,"9:15","c55","0",9.04,"09:15"
"231",2021-01-28,"9:30","c55","0",9.015,"09:30"
"232",2021-01-28,"9:45","c55","0",9.015,"09:45"
"233",2021-01-28,"10:00","c55","0",9.015,"10:00"
"234",2021-01-28,"10:15","c55","0",9.04,"10:15"
"235",2021-01-28,"10:30","c55","0",9.04,"10:30"
"236",2021-01-28,"10:45","c55","0",9.04,"10:45"
"237",2021-01-28,"11:00","c55","0",9.064,"11:00"
"238",2021-01-28,"11:15","c55","0",9.089,"11:15"
"239",2021-01-28,"11:30","c55","0",9.089,"11:30"
"240",2021-01-28,"11:45","c55","0",9.089,"11:45"
"241",2021-01-28,"12:00","c55","0",9.114,"12:00"
"242",2021-01-28,"12:15","c55","0",9.114,"12:15"
"243",2021-01-28,"12:30","c55","0",9.139,"12:30"
"244",2021-01-28,"12:45","c55","0",9.114,"12:45"
"245",2021-01-28,"13:00","c55","0",9.089,"13:00"
"246",2021-01-28,"13:15","c55","0",9.114,"13:15"
"247",2021-01-28,"13:30","c55","0",9.139,"13:30"
"248",2021-01-28,"13:45","c55","0",9.163,"13:45"
"249",2021-01-28,"14:00","c55","0",9.213,"14:00"
"250",2021-01-28,"14:15","c55","0",9.238,"14:15"
"251",2021-01-28,"14:30","c55","0",9.238,"14:30"
"252",2021-01-28,"14:45","c55","0",9.238,"14:45"
"253",2021-01-28,"15:00","c55","0",9.238,"15:00"
"254",2021-01-28,"15:15","c55","0",9.213,"15:15"
"255",2021-01-28,"15:30","c55","0",9.238,"15:30"
"256",2021-01-28,"15:45","c55","0",9.238,"15:45"
"257",2021-01-28,"16:00","c55","0",9.262,"16:00"
"258",2021-01-28,"16:15","c55","0",9.262,"16:15"
"259",2021-01-28,"16:30","c55","0",9.262,"16:30"
"260",2021-01-28,"16:45","c55","0",9.262,"16:45"
"261",2021-01-28,"17:00","c55","0",9.287,"17:00"
"262",2021-01-28,"17:15","c55","0",9.287,"17:15"
"263",2021-01-28,"17:30","c55","0",9.262,"17:30"
"264",2021-01-28,"17:45","c55","0",9.238,"17:45"
"265",2021-01-28,"18:00","c55","0",9.213,"18:00"
"266",2021-01-28,"18:15","c55","0",9.213,"18:15"
"267",2021-01-28,"18:30","c55","0",9.188,"18:30"
"268",2021-01-28,"18:45","c55","0",9.163,"18:45"
"269",2021-01-28,"19:00","c55","0",9.139,"19:00"
"270",2021-01-28,"19:15","c55","0",9.114,"19:15"
"271",2021-01-28,"19:30","c55","0",9.064,"19:30"
"272",2021-01-28,"19:45","c55","0",9.04,"19:45"
"273",2021-01-28,"20:00","c55","0",8.99,"20:00"
"274",2021-01-28,"20:15","c55","0",8.941,"20:15"
"275",2021-01-28,"20:30","c55","0",8.916,"20:30"
"276",2021-01-28,"20:45","c55","0",8.891,"20:45"
"277",2021-01-28,"21:00","c55","0",8.866,"21:00"
"278",2021-01-28,"21:15","c55","0",8.817,"21:15"
"279",2021-01-28,"21:30","c55","0",8.792,"21:30"
"280",2021-01-28,"21:45","c55","0",8.767,"21:45"
"281",2021-01-28,"22:00","c55","0",8.742,"22:00"
"282",2021-01-28,"22:15","c55","0",8.717,"22:15"
"283",2021-01-28,"22:30","c55","0",8.693,"22:30"
"284",2021-01-28,"22:45","c55","0",8.668,"22:45"
"285",2021-01-28,"23:00","c55","0",8.618,"23:00"
"286",2021-01-28,"23:15","c55","0",8.593,"23:15"
"287",2021-01-28,"23:30","c55","0",8.519,"23:30"
"288",2021-01-28,"23:45","c55","0",8.469,"23:45"
"289",2021-01-29,"0:00","c55","0",8.419,"00:00"
"290",2021-01-29,"0:15","c55","0",8.419,"00:15"
"291",2021-01-29,"0:30","c55","0",8.394,"00:30"
"292",2021-01-29,"0:45","c55","0",8.394,"00:45"
"293",2021-01-29,"1:00","c55","0",8.369,"01:00"
"294",2021-01-29,"1:15","c55","0",8.344,"01:15"
"295",2021-01-29,"1:30","c55","0",8.319,"01:30"
"296",2021-01-29,"1:45","c55","0",8.319,"01:45"
"297",2021-01-29,"2:00","c55","0",8.295,"02:00"
"298",2021-01-29,"2:15","c55","0",8.27,"02:15"
"299",2021-01-29,"2:30","c55","0",8.245,"02:30"
"300",2021-01-29,"2:45","c55","0",8.22,"02:45"
"301",2021-01-29,"3:00","c55","0",8.195,"03:00"
"302",2021-01-29,"3:15","c55","0",8.17,"03:15"
"303",2021-01-29,"3:30","c55","0",8.145,"03:30"
"304",2021-01-29,"3:45","c55","0",8.145,"03:45"
"305",2021-01-29,"4:00","c55","0",8.12,"04:00"
"306",2021-01-29,"4:15","c55","0",8.095,"04:15"
"307",2021-01-29,"4:30","c55","0",8.07,"04:30"
"308",2021-01-29,"4:45","c55","0",8.07,"04:45"
"309",2021-01-29,"5:00","c55","0",8.045,"05:00"
"310",2021-01-29,"5:15","c55","0",8.045,"05:15"
"311",2021-01-29,"5:30","c55","0",8.02,"05:30"
"312",2021-01-29,"5:45","c55","0",8.02,"05:45"
"313",2021-01-29,"6:00","c55","0",7.995,"06:00"
"314",2021-01-29,"6:15","c55","0",7.97,"06:15"
"315",2021-01-29,"6:30","c55","0",7.97,"06:30"
"316",2021-01-29,"6:45","c55","0",7.945,"06:45"
"317",2021-01-29,"7:00","c55","0",7.945,"07:00"
"318",2021-01-29,"7:15","c55","0",7.92,"07:15"
"319",2021-01-29,"7:30","c55","0",7.92,"07:30"
"320",2021-01-29,"7:45","c55","0",7.895,"07:45"
"321",2021-01-29,"8:00","c55","0",7.87,"08:00"
"322",2021-01-29,"8:15","c55","0",7.87,"08:15"
"323",2021-01-29,"8:30","c55","0",7.845,"08:30"
"324",2021-01-29,"8:45","c55","0",7.845,"08:45"
"325",2021-01-29,"9:00","c55","0",7.82,"09:00"
"326",2021-01-29,"9:15","c55","0",7.82,"09:15"
"327",2021-01-29,"9:30","c55","0",7.795,"09:30"
"328",2021-01-29,"9:45","c55","0",7.795,"09:45"
"329",2021-01-29,"10:00","c55","0",7.82,"10:00"
"330",2021-01-29,"10:15","c55","0",7.82,"10:15"
"331",2021-01-29,"10:30","c55","0",7.845,"10:30"
"332",2021-01-29,"10:45","c55","0",7.87,"10:45"
"333",2021-01-29,"11:00","c55","0",7.92,"11:00"
"334",2021-01-29,"11:15","c55","0",7.97,"11:15"
"335",2021-01-29,"11:30","c55","0",7.995,"11:30"
"336",2021-01-29,"11:45","c55","0",8.02,"11:45"
"337",2021-01-29,"12:00","c55","0",8.07,"12:00"
"338",2021-01-29,"12:15","c55","0",8.12,"12:15"
"339",2021-01-29,"12:30","c55","0",8.195,"12:30"
"340",2021-01-29,"12:45","c55","0",8.27,"12:45"
"341",2021-01-29,"13:00","c55","0",8.319,"13:00"
"342",2021-01-29,"13:15","c55","0",8.369,"13:15"
"343",2021-01-29,"13:30","c55","0",8.419,"13:30"
"344",2021-01-29,"13:45","c55","0",8.494,"13:45"
"345",2021-01-29,"14:00","c55","0",8.568,"14:00"
"346",2021-01-29,"14:15","c55","0",8.643,"14:15"
"347",2021-01-29,"14:30","c55","0",8.693,"14:30"
"348",2021-01-29,"14:45","c55","0",8.742,"14:45"
"349",2021-01-29,"15:00","c55","0",8.792,"15:00"
"350",2021-01-29,"15:15","c55","0",8.817,"15:15"
"351",2021-01-29,"15:30","c55","0",8.866,"15:30"
"352",2021-01-29,"15:45","c55","0",8.891,"15:45"
"353",2021-01-29,"16:00","c55","0",8.916,"16:00"
"354",2021-01-29,"16:15","c55","0",8.941,"16:15"
"355",2021-01-29,"16:30","c55","0",8.965,"16:30"
"356",2021-01-29,"16:45","c55","0",8.99,"16:45"
"357",2021-01-29,"17:00","c55","0",9.015,"17:00"
"358",2021-01-29,"17:15","c55","0",9.015,"17:15"
"359",2021-01-29,"17:30","c55","0",9.04,"17:30"
"360",2021-01-29,"17:45","c55","0",9.064,"17:45"
"361",2021-01-29,"18:00","c55","0",9.064,"18:00"
"362",2021-01-29,"18:15","c55","0",9.064,"18:15"
"363",2021-01-29,"18:30","c55","0",9.04,"18:30"
"364",2021-01-29,"18:45","c55","0",9.04,"18:45"
"365",2021-01-29,"19:00","c55","0",9.015,"19:00"
"366",2021-01-29,"19:15","c55","0",9.015,"19:15"
"367",2021-01-29,"19:30","c55","0",8.99,"19:30"
"368",2021-01-29,"19:45","c55","0",8.965,"19:45"
"369",2021-01-29,"20:00","c55","0",8.941,"20:00"
"370",2021-01-29,"20:15","c55","0",8.916,"20:15"
"371",2021-01-29,"20:30","c55","0",8.891,"20:30"
"372",2021-01-29,"20:45","c55","0",8.866,"20:45"
"373",2021-01-29,"21:00","c55","0",8.841,"21:00"
"374",2021-01-29,"21:15","c55","0",8.817,"21:15"
"375",2021-01-29,"21:30","c55","0",8.817,"21:30"
"376",2021-01-29,"21:45","c55","0",8.792,"21:45"
"377",2021-01-29,"22:00","c55","0",8.767,"22:00"
"378",2021-01-29,"22:15","c55","0",8.742,"22:15"
"379",2021-01-29,"22:30","c55","0",8.717,"22:30"
"380",2021-01-29,"22:45","c55","0",8.693,"22:45"
"381",2021-01-29,"23:00","c55","0",8.693,"23:00"
"382",2021-01-29,"23:15","c55","0",8.668,"23:15"
"383",2021-01-29,"23:30","c55","0",8.643,"23:30"
"384",2021-01-29,"23:45","c55","0",8.618,"23:45"
"385",2021-01-30,"0:00","c55","0",8.618,"00:00"
"386",2021-01-30,"0:15","c55","0",8.593,"00:15"
"387",2021-01-30,"0:30","c55","0",8.568,"00:30"
"388",2021-01-30,"0:45","c55","0",8.543,"00:45"
"389",2021-01-30,"1:00","c55","0",8.519,"01:00"
"390",2021-01-30,"1:15","c55","0",8.494,"01:15"
"391",2021-01-30,"1:30","c55","0",8.469,"01:30"
"392",2021-01-30,"1:45","c55","0",8.469,"01:45"
"393",2021-01-30,"2:00","c55","0",8.444,"02:00"
"394",2021-01-30,"2:15","c55","0",8.444,"02:15"
"395",2021-01-30,"2:30","c55","0",8.419,"02:30"
"396",2021-01-30,"2:45","c55","0",8.394,"02:45"
"397",2021-01-30,"3:00","c55","0",8.369,"03:00"
"398",2021-01-30,"3:15","c55","0",8.369,"03:15"
"399",2021-01-30,"3:30","c55","0",8.344,"03:30"
"400",2021-01-30,"3:45","c55","0",8.319,"03:45"
"401",2021-01-30,"4:00","c55","0",8.319,"04:00"
"402",2021-01-30,"4:15","c55","0",8.295,"04:15"
"403",2021-01-30,"4:30","c55","0",8.295,"04:30"
"404",2021-01-30,"4:45","c55","0",8.27,"04:45"
"405",2021-01-30,"5:00","c55","0",8.27,"05:00"
"406",2021-01-30,"5:15","c55","0",8.245,"05:15"
"407",2021-01-30,"5:30","c55","0",8.22,"05:30"
"408",2021-01-30,"5:45","c55","0",8.22,"05:45"
"409",2021-01-30,"6:00","c55","0",8.195,"06:00"
"410",2021-01-30,"6:15","c55","0",8.17,"06:15"
"411",2021-01-30,"6:30","c55","0",8.17,"06:30"
"412",2021-01-30,"6:45","c55","0",8.145,"06:45"
"413",2021-01-30,"7:00","c55","0",8.145,"07:00"
"414",2021-01-30,"7:15","c55","0",8.12,"07:15"
"415",2021-01-30,"7:30","c55","0",8.095,"07:30"
"416",2021-01-30,"7:45","c55","0",8.095,"07:45"
"417",2021-01-30,"8:00","c55","0",8.095,"08:00"
"418",2021-01-30,"8:15","c55","0",8.095,"08:15"
"419",2021-01-30,"8:30","c55","0",8.095,"08:30"
"420",2021-01-30,"8:45","c55","0",8.095,"08:45"
"421",2021-01-30,"9:00","c55","0",8.095,"09:00"
"422",2021-01-30,"9:15","c55","0",8.095,"09:15"
"423",2021-01-30,"9:30","c55","0",8.095,"09:30"
"424",2021-01-30,"9:45","c55","0",8.12,"09:45"
"425",2021-01-30,"10:00","c55","0",8.12,"10:00"
"426",2021-01-30,"10:15","c55","0",8.145,"10:15"
"427",2021-01-30,"10:30","c55","0",8.145,"10:30"
"428",2021-01-30,"10:45","c55","0",8.145,"10:45"
"429",2021-01-30,"11:00","c55","0",8.17,"11:00"
"430",2021-01-30,"11:15","c55","0",8.17,"11:15"
"431",2021-01-30,"11:30","c55","0",8.22,"11:30"
"432",2021-01-30,"11:45","c55","0",8.245,"11:45"
"433",2021-01-30,"12:00","c55","0",8.27,"12:00"
"434",2021-01-30,"12:15","c55","0",8.319,"12:15"
"435",2021-01-30,"12:30","c55","0",8.369,"12:30"
"436",2021-01-30,"12:45","c55","0",8.394,"12:45"
"437",2021-01-30,"13:00","c55","0",8.444,"13:00"
"438",2021-01-30,"13:15","c55","0",8.469,"13:15"
"439",2021-01-30,"13:30","c55","0",8.494,"13:30"
"440",2021-01-30,"13:45","c55","0",8.494,"13:45"
"441",2021-01-30,"14:00","c55","0",8.519,"14:00"
"442",2021-01-30,"14:15","c55","0",8.543,"14:15"
"443",2021-01-30,"14:30","c55","0",8.543,"14:30"
"444",2021-01-30,"14:45","c55","0",8.568,"14:45"
"445",2021-01-30,"15:00","c55","0",8.568,"15:00"
"446",2021-01-30,"15:15","c55","0",8.568,"15:15"
"447",2021-01-30,"15:30","c55","0",8.568,"15:30"
"448",2021-01-30,"15:45","c55","0",8.568,"15:45"
"449",2021-01-30,"16:00","c55","0",8.593,"16:00"
"450",2021-01-30,"16:15","c55","0",8.593,"16:15"
"451",2021-01-30,"16:30","c55","0",8.593,"16:30"
"452",2021-01-30,"16:45","c55","0",8.618,"16:45"
"453",2021-01-30,"17:00","c55","0",8.618,"17:00"
"454",2021-01-30,"17:15","c55","0",8.618,"17:15"
"455",2021-01-30,"17:30","c55","0",8.618,"17:30"
"456",2021-01-30,"17:45","c55","0",8.643,"17:45"
"457",2021-01-30,"18:00","c55","0",8.643,"18:00"
"458",2021-01-30,"18:15","c55","0",8.643,"18:15"
"459",2021-01-30,"18:30","c55","0",8.668,"18:30"
"460",2021-01-30,"18:45","c55","0",8.643,"18:45"
"461",2021-01-30,"19:00","c55","0",8.643,"19:00"
"462",2021-01-30,"19:15","c55","0",8.643,"19:15"
"463",2021-01-30,"19:30","c55","0",8.668,"19:30"
"464",2021-01-30,"19:45","c55","0",8.643,"19:45"
